,text,airline_sentiment
356,@virginamerica.. can you help? left my blazer in. kooples jacket bag at 3rd row second seat from right gate 36 t3 lax.. flight to sfo,neutral
357,@virginamerica partners with @visa checkout as mobile payment method to help boost mobile conversion rates etailwest payments visa,neutral
358,@virginamerica just promoting the product is all had a problem with southwest and recommend noneother than the best! ,positive
359,@virginamerica love you guys but pls get some direct routes las to aus!,positive
360,@virginamerica i would like help with some flights please.,neutral
361,bruh @virginamerica: @giannilee turn down for what. vxsafetydance,neutral
362,@virginamerica of course! i work for @virginatlantic and I am obsessed with the entire virgin family!!,positive
363,@virginamerica ok! first time flying with you tonight :),positive
364,@virginamerica digging the swanky pink mood lighting during the flight from nyc to sfo.  just needs a cabaret singer.  think about it!,neutral
365,@virginamerica done but i need the receipt asap. could you please help? 150219000114,neutral
366,@virginamerica i have 2d and 3d embossed badges and patches superior to the ones you are currently using. ,negative
367,@virginamerica on vx399 from jfk to la  dirty plane  not up to your standards.,negative
368,@virginamerica on flight vx399 headed to la from jfk  dirtiest va plane i have ever been on. sad for a great airline.,negative
369,@virginamerica got it squared away. someone picked up as soon as i tweeted. should have tweeted sooner. ,positive
370,@virginamerica your avis rental continue button does not work on your website to book car. tried 4 times on phone.  this sucks!,negative
371,@virginamerica delayed to10.30!!,negative
372,@virginamerica currently in minute 10 of being on hold with cust. service. do i need to do anything to add a lap child to my reservation?,negative
373,@virginamerica adds pillows instead of lieflat seats in first class arms race  by @skift,neutral
374,@virginamerica: @karinslee of course. have fun celebrating! thanks! happy chinese new year!,positive
375,@virginamerica  flight booking problems last second flight for next week from sfo to san any chance you want to gift me a promo code since i love you guys,positive
376,@virginamerica comenity bank is a joke!  please change.  nothing but constant problems with this bank,negative
377,@virginamerica i just did how can i dm? do u have to also add me?,neutral
378,@virginamerica for my grandma ellas 80th she would lt;3 a bday greeting from your flight crew! she was a stewardess for eastern airlines.,positive
379,@virginamerica just bought tix for atx  dallas route  thanks for adding that! love yr airline amp; yr website is best transactional site ever,positive
380,@virginamerica anytime sugafly.,neutral
381,@virginamerica gave a credit for my late flight flight yesterday. great service !!!! that is a wow moment! unexpected gesture!,positive
382,@virginamerica i need a receipt for a flight change. can you send one?,neutral
383,@virginamerica i submitted a status match request a while back and still havent heard! im flying on monday. can you look  accelerate?,negative
384,@virginamerica had me at their safety video . . .   loved my first cross country flight. livewelltraveled sytycd,positive
385,@virginamerica that does not look to fat to me! it looks yummy!,positive
386,@virginamerica ceo says southwest amp; jetblue have strayed from low cost model.,neutral
387,@virginamerica a brilliant brisk am in boston in cue for vx363 ,neutral
388,@virginamerica atlantic ploughs a lone furrow in the middleeast  @thenationaluae,neutral
389,@virginamerica atlantic ploughs a lone furrow in the middleeast  @thenationaluae,neutral
390,@virginamerica atlantic ploughs a lone furrow in the middleeast  @thenationaluae,neutral
391,@virginamerica omg omg nonstop dallas to austin on virgin,positive
392,@virginamerica your planes are really pretty. just thought u should know that. :),positive
393,@virginamerica when are you flying to hawaii,neutral
394,@virginamerica I am pulling my hair out trying to book a flight with u. your site does not work on iphone or ipad.do not have a computer help,negative
395,@virginamerica thank you,positive
396,@virginamerica can i get some help with a support ticket? it is been 15 days.... incident: 150202000419 thank you!,negative
397,@virginamerica good to be home texas moodlighting ,positive
398,@virginamerica i cannot even open my laptop in seat 4c and i paid a premium for this?!!   let me out of here!,negative
399,@virginamerica i am in seat 4c and i cannot even open my laptop; and i paid extra for this seat!!,negative
400,.@virginamerica if only you guys were starting those flights at the end of the month! guess im still road tripping on feb 27,neutral
401,@virginamerica thanks for that. been needing a way to make those austin trips from dca and now you have come through!,positive
402,@virginamerica announced new route to austin wfares from 39way. ,neutral
403,@virginamerica really? sprint? i thought you guys were kewl! 00,neutral
404,@virginamerica this is too cool!  never been on ur planes but now i will!!,positive
405,@virginamerica you should have 39 dollar laxlas fares!!!,neutral
406,@virginamerica great. well deserved.,positive
407,@virginamerica fyi the info@virginamerica.com email address you say to contact in password reset emails does not exist. emails bounce.,negative
408,@virginamerica status match  2 weeks have gone by and no news.flt next week  hope flt will count towards requirement.  cust svc no help!!!,negative
409,@virginamerica your website sucks donkey dicks. just thought you should know. all best.,negative
410,@virginamerica you should still develop an app  then you will be my favorite airline.,neutral
411,@virginamerica all crap channels which is why i pay to watch uk tv,negative
412,@virginamerica got it. all set  thanks!,positive
413,@virginamerica no as channel this year?,neutral
